symbol;Industry;Sector;Country;Year;GDP;LnGDPperCapita;EPU;TotalAssets;TotalCapitalization;TotalDebt;TotalEquityGrossMinorityInterest;TotalLiabilitiesNetMinorityInterest;TotalNonCurrentAssets;TotalNonCurrentLiabilitiesNetMinorityInterest;CashAndCashEquivalents;NetIncome;FreeCashFlow;EBIT;BasicEPS;DilutedEPS;DividendsPayable;TotalRevenue
BHARATFORG.NS;Auto Parts;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;1.19538E+11;56624700000;41284100000;42711900000;76826200000;68698000000;44524000000;21959300000;5172200000;9276300000;8501900000;10.263;10.252;0;49115000000
BHARTIARTL.NS;Telecom Services;Communication Services;India;2020;1910.421473;7.555079163;104.2194979;1.19538E+11;56624700000;41284100000;42711900000;76826200000;68698000000;44524000000;21959300000;5172200000;9276300000;8501900000;2.0526;2.0504;0;49115000000
BHARTIARTL.NS;Telecom Services;Communication Services;India;2021;2256.590409;7.721610284;59.79087633;1.37842E+11;65212400000;37966500000;53799900000;84042200000;91010000000;48413000000;8823100000;13239600000;16931200000;19196100000;5.258;май.58;0;70636500000
BHEL.NS;Specialty Industrial Machinery;Industrials;India;2019;2047.232704;7.62424426;73.09389064;3.32682E+11;1.61215E+11;1.48202E+11;69125100000;2.63557E+11;1.74638E+11;1.33795E+11;20771300000;2614700000;-3241700000;5181000000;0.6105;0.6105;0;1.9002E+11
BHEL.NS;Specialty Industrial Machinery;Industrials;India;2020;1910.421473;7.555079163;104.2194979;3.14311E+11;1.46042E+11;1.26235E+11;68472800000;2.45838E+11;1.70473E+11;1.2368E+11;25352800000;3989700000;15149200000;7505300000;0.93225;0.93225;0;1.6974E+11
BIKAJI.NS;Packaged Foods;Consumer Defensive;India;2020;1910.421473;7.555079163;104.2194979;7338271600;6487515100;2755925700;4061555300;3276716300;5968475000;2621386000;703556700;-192413100;260056500;-158066700;-0.30789;-0.30789;0;590144500
BIKAJI.NS;Packaged Foods;Consumer Defensive;India;2021;2256.590409;7.721610284;59.79087633;7257954000;6592988600;2568701300;4092266200;3165687800;6029023000;2717146000;548485300;258504400;283834100;357098500;0.42449;0.42449;0;590390900
BIKAJI.NS;Packaged Foods;Consumer Defensive;India;2022;2324.288121;7.751169087;81.15122606;7865264000;7103256600;2901996900;4288593100;3576670900;6782940000;3048946000;271019100;478683700;171232600;614249900;0.7876;0.78661;0;684049300
BIOCON.NS;Biotechnology;Healthcare;India;2022;2324.288121;7.751169087;81.15122606;37335100000;19451300000;12311200000;16261300000;21073800000;22279000000;10652000000;4769600000;3975400000;3527700000;5847600000;мар.74;мар.41;613800000;22386100000
BIRLACORPN.NS;Building Materials;Basic Materials;India;2021;2256.590409;7.721610284;59.79087633;78285900000;52906700000;16661700000;45675300000;32610600000;51125000000;13510000000;9787800000;5918000000;5965300000;5126000000;4.906;4.906;0;30624000000
BIRLACORPN.NS;Building Materials;Basic Materials;India;2022;2324.288121;7.751169087;81.15122606;79376000000;44148500000;15808100000;47137200000;32238800000;53590000000;11856000000;9906600000;2519000000;5249200000;5826700000;2.145;2.134;0;33959200000
BIRLACORPN.NS;Building Materials;Basic Materials;India;2019;2047.232704;7.62424426;73.09389064;49503300000;30762600000;8122400000;25454000000;24049300000;30228000000;11055000000;3951200000;2654300000;3781800000;3694900000;4.818;4.763;0;29873800000
BLS.NS;Specialty Business Services;Industrials;India;2020;1910.421473;7.555079163;104.2194979;1.36287E+11;79473900000;49023700000;43805300000;92481400000;70928000000;49957000000;15445100000;4433000000;8038800000;7135700000;05.май;5.423;0;62852900000
BLS.NS;Specialty Business Services;Industrials;India;2021;2256.590409;7.721610284;59.79087633;1.53569E+11;91326400000;53570000000;54201400000;99367400000;87267000000;50382000000;10499500000;6777100000;9092600000;8954000000;8.448;8.349;0;68491500000
BLS.NS;Specialty Business Services;Industrials;India;2022;2324.288121;7.751169087;81.15122606;1.66652E+11;99631400000;55699600000;60285500000;1.06367E+11;92673000000;54011000000;11511500000;4095300000;8972700000;8627300000;5.115;5.049;0;79174700000
BLUEDART.NS;Integrated Freight & Logistics;Industrials;India;2020;1910.421473;7.555079163;104.2194979;74424900000;16792600000;29443700000;19420500000;55004400000;51502000000;29412000000;6102800000;6139100000;8938600000;9606300000;2.343;2.332;0;55796400000
BLUEDART.NS;Integrated Freight & Logistics;Industrials;India;2021;2256.590409;7.721610284;59.79087633;82604500000;18817700000;32639200000;21720600000;60883900000;57694000000;30571000000;3756500000;6653900000;7406300000;9951700000;2.563;2.552;0;57688400000
BLUEDART.NS;Integrated Freight & Logistics;Industrials;India;2022;2324.288121;7.751169087;81.15122606;85603100000;20923100000;31282900000;23871100000;61732000000;58664000000;30693000000;4758600000;8406200000;6220500000;12270500000;03.мар;3.289;0;66080300000
BLUEDART.NS;Integrated Freight & Logistics;Industrials;India;2019;2047.232704;7.62424426;73.09389064;71286600000;14511200000;31082700000;15274600000;56012000000;48376000000;29942000000;4603500000;6187500000;7348000000;10054000000;2.365;2.354;0;57178000000
BLUESTARCO.NS;Specialty Industrial Machinery;Industrials;India;2020;1910.421473;7.555079163;104.2194979;5.46825E+11;2.57761E+11;1.91743E+11;1.41661E+11;4.05164E+11;3.0217E+11;2.02921E+11;37301000000;9753700000;7870500000;15328500000;18.26;18.26;0;2.45172E+11
BLUESTARCO.NS;Specialty Industrial Machinery;Industrials;India;2021;2256.590409;7.721610284;59.79087633;5.8147E+11;2.95175E+11;2.01707E+11;1.60769E+11;4.20701E+11;3.28261E+11;2.18062E+11;43696400000;16920200000;22148500000;24306700000;32.549;32.549;0;2.75219E+11
BLUESTARCO.NS;Specialty Industrial Machinery;Industrials;India;2022;2324.288121;7.751169087;81.15122606;6.21249E+11;3.07109E+11;1.9628E+11;1.96161E+11;4.25088E+11;3.40464E+11;2.03452E+11;32089200000;16987300000;6407500000;26057900000;32.593;32.593;0;3.07155E+11
BLUESTARCO.NS;Specialty Industrial Machinery;Industrials;India;2019;2047.232704;7.62424426;73.09389064;5.36878E+11;2.50506E+11;1.85702E+11;1.36016E+11;4.00862E+11;3.00608E+11;1.96496E+11;28515300000;15274600000;-1559800000;22961400000;29.26;29.26;0;2.77896E+11
BOROLTD.NS;Furnishings, Fixtures & Appliances;Consumer Cyclical;India;2019;2047.232704;7.62424426;73.09389064;127552836.3;108366833.8;15836493.75;98362265;29190571.25;72444561;16415356;23581610;8741983.75;-2402193.75;11323970;0.006;0.005875;0;29482306.25
BOROLTD.NS;Furnishings, Fixtures & Appliances;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;163297636.3;114627176.3;14862108.75;117726272.5;45571363.75;96834865;22067775;12434777.5;22900490;1669373.75;20192178.75;0.01175;0.011625;0;68468522.5
BORORENEW.NS;Packaging & Containers;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;243333408.8;166725070;5004141.25;170678228.8;72655180;108966753;18685614;24553808.75;49499896.25;4972930;55872321.25;0.022625;0.02225;0;166056565
BORORENEW.NS;Packaging & Containers;Consumer Cyclical;India;2022;2324.288121;7.751169087;81.15122606;367026532.5;254807176.3;11038366.25;259444987.5;107581545;180478019;22313629;20022430;22546251.25;-26386588.75;34939185;0.009125;0.00875;0;175008732.5
BORORENEW.NS;Packaging & Containers;Consumer Cyclical;India;2019;2047.232704;7.62424426;73.09389064;37320318.75;35337592.5;654656.25;35371433.75;1948885;28589854;0;114542.5;-4375005;-2990618.75;-4774957.5;-0.05;-0.05;0;0
BOSCHLTD.NS;Auto Parts;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;8340000000;5557500000;2955000000;3708750000;4631250000;5440000000;3021000000;367500000;85000000;293750000;208750000;0.115;0.115;0;3743750000
BOSCHLTD.NS;Auto Parts;Consumer Cyclical;India;2022;2324.288121;7.751169087;81.15122606;9008750000;5993750000;3236250000;4057500000;4951250000;5733000000;3138000000;667500000;188750000;692500000;341250000;0.25625;0.25625;0;4041250000
BOSCHLTD.NS;Auto Parts;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;778063750;681765000;193368750;489170000;288893750;417866000;156394000;96735000;19456250;5653750;31417500;0.06875;0.068;0;56231250
BPCL.NS;Oil & Gas Refining & Marketing;Energy;India;2021;2256.590409;7.721610284;59.79087633;157466488.8;131365066.3;18162793.75;131365066.3;26101422.5;80111899;0;1644173.75;32372333.75;-2020581.25;32860800;0.4475;0.4475;0;855366.25
BPCL.NS;Oil & Gas Refining & Marketing;Energy;India;2022;2324.288121;7.751169087;81.15122606;148167246.3;140778283.8;9981790;130796493.8;17370752.5;115738641;7985432;919418.75;17471588.75;-6859543.75;17897955;0.240625;0.240625;0;1198318.75
BPCL.NS;Oil & Gas Refining & Marketing;Energy;India;2019;2047.232704;7.62424426;73.09389064;28077919.95;10411320.75;4772761.592;6259838.059;21818081.89;2.75824E+11;1.47539E+11;1589577.943;-2212892.724;-948561.5042;-2339434.368;-0.000638078;-0.000638078;29988;17073973.97
BRIGADE.NS;Real Estate—Development;Real Estate;India;2021;2256.590409;7.721610284;59.79087633;226830344.4;134233370.7;74996715.98;99484912.15;127345432.3;2.03108E+12;7.09937E+11;1363489.488;10052525.07;-27563882.35;18051242.26;0.016388;0.016388;0;183801272.4
BRIGADE.NS;Real Estate—Development;Real Estate;India;2019;2047.232704;7.62424426;73.09389064;62907782.57;33749720.9;12895852.87;36271628.83;26636153.74;3.97902E+11;1.00632E+11;1281051.424;3829394.901;3562166.891;9761306.422;0.003627201;0.003627201;0;74557635.62
BSE.NS;Financial Data & Stock Exchanges;Financial Services;India;2020;1910.421473;7.555079163;104.2194979;292320940.8;68606618.5;148359343.2;26904827.05;265416113.7;1.27554E+12;8.21515E+11;33465333.12;-37702910.98;24889223.9;-16595001.07;-0.01806284;-0.01806284;0;418718113.4
BSE.NS;Financial Data & Stock Exchanges;Financial Services;India;2021;2256.590409;7.721610284;59.79087633;279870841.7;36936777.92;106472801.4;3515572.256;276355269.4;1.25937E+12;7.91415E+11;33581899.14;-18741096.2;-2802868.491;1770565.397;-0.00629;-0.00629;0;439266243.1
BSOFT.NS;Information Technology Services;Technology;India;2019;2047.232704;7.62424426;73.09389064;56907212.63;5044729.173;16374301.6;5044729.173;51862483.46;2.00425E+11;14350756866;1172431.843;75682.89486;4226414.152;1929416.207;0.00004216;0.00004216;0;72938540.28
BSOFT.NS;Information Technology Services;Technology;India;2020;1910.421473;7.555079163;104.2194979;51708932.62;8693058.017;8329924.524;8693058.017;43015874.6;1.97838E+11;12869216111;5847358.265;3748059.375;13351407.46;4628213.166;0.00208216;0.00208216;0;81936925.11
BSOFT.NS;Information Technology Services;Technology;India;2021;2256.590409;7.721610284;59.79087633;49379765.19;14557735.91;2373312.686;14557735.91;34822029.28;1.82451E+11;3.00149E+11;8794414.937;6019841.356;7387555.912;9750857.877;0.00334424;0.00334424;0;93465099.31
CAMS.NS;Information Technology Services;Technology;India;2019;2047.232704;7.62424426;73.09389064;528454333.9;266585045.9;369768454.2;122664227.7;405790106.1;1.70917E+12;2.53649E+12;15563713.74;-5679541.754;88025990.39;1160433.358;-0.000408;-0.000408;0;507226419.9
CAMS.NS;Information Technology Services;Technology;India;2020;1910.421473;7.555079163;104.2194979;386727277.7;154315795.3;288132910.7;63076117.83;323651159.9;2.35399E+12;1.79343E+12;31345868.09;-67441905.46;57585684.52;-54528805.96;-0.004488;-0.004488;0;282423103.6
CAMS.NS;Information Technology Services;Technology;India;2021;2256.590409;7.721610284;59.79087633;294118314.9;132410880.4;232772446.2;33316447.96;260801867;1.87676E+12;1.84726E+12;29552617.97;-29146940.3;40435983.29;-17869410.09;-0.00194344;-0.00194344;0;360071046.7
CANFINHOME.NS;Mortgage Finance;Financial Services;India;2019;2047.232704;7.62424426;73.09389064;45482588.23;40172731.25;28929379.45;13169667.36;32312920.88;6.40245E+11;4.17997E+11;1039553.437;-1025531.928;-7445793.212;859020.0736;-0.000804339;-0.000804339;0;12751571.89
CAPLIPOINT.NS;Drug Manufacturers—Specialty & Generic;Healthcare;India;2020;1910.421473;7.555079163;104.2194979;42248774.74;36165010.24;29836396.54;7803501.229;34445273.51;6.17251E+11;4.33845E+11;103845.5564;-5602904.289;-1134136.941;-4209087.318;-0.004394435;-0.004394435;0;2309160.456
CAPLIPOINT.NS;Drug Manufacturers—Specialty & Generic;Healthcare;India;2021;2256.590409;7.721610284;59.79087633;41117947.36;30073375.1;30513855.84;2715123.02;38402824.34;5.9941E+11;4.17806E+11;167729.2841;-5086499.145;-613575.5782;-3022962.878;-0.00197948;-0.00197948;0;1318252.968
CARBORUNIV.NS;Conglomerates;Industrials;India;2019;2047.232704;7.62424426;73.09389064;177688765.1;28871284.5;30082268.26;13744653.63;163944111.5;1.66716E+12;4.03689E+11;21207398.24;-10708138.67;-70762134.36;-94575.93993;-0.00100232;-0.00100232;0;456198441.3
CARBORUNIV.NS;Conglomerates;Industrials;India;2020;1910.421473;7.555079163;104.2194979;413475093.8;-198233905.5;370564947.8;-197908002.4;611383096.3;5.90786E+12;4.0338E+12;1273097.907;-187319089.3;6620901.186;-190645999.6;-0.01753108;-0.01753108;0;109546190.3
CARBORUNIV.NS;Conglomerates;Industrials;India;2021;2256.590409;7.721610284;59.79087633;350138427.6;-354099965.1;390623224.5;-353945309.5;704083737.1;4.98355E+12;3.75244E+12;1437132.598;-158818770.2;1800909.595;-113532448.4;-0.01486344;-0.01486344;0;42568118.18
CARBORUNIV.NS;Conglomerates;Industrials;India;2019;2047.232704;7.62424426;73.09389064;111190495;-4976430.944;43345442.57;-46229104.29;157419599.3;8.27715E+11;5.2106E+11;2686809.812;8207418.236;-12245495.96;18388247.47;0.00091664;0.00091664;1109408.916;83012684.63
CASTROLIND.NS;Oil & Gas Refining & Marketing;Energy;India;2019;2047.232704;7.62424426;73.09389064;22677324.21;17421220.75;12561776.42;6408748.727;16268575.48;2.23987E+11;1.7088E+11;1207687.365;397040.1902;1105480.39;2118992.851;0.000217056;0.000217056;0;10678325.65
CASTROLIND.NS;Oil & Gas Refining & Marketing;Energy;India;2020;1910.421473;7.555079163;104.2194979;20971002.78;15395569.85;12120699.34;5567165.723;15403837.06;2.07227E+11;1.5326E+11;493010.7952;-881754.1361;-1151709.171;66090.61018;-0.000464168;-0.000464168;0;6057473.209
CASTROLIND.NS;Oil & Gas Refining & Marketing;Energy;India;2021;2256.590409;7.721610284;59.79087633;18495222.65;14700221.13;10829983.01;4755828.757;13739393.9;1.80404E+11;1.49578E+11;359379.9565;-967881.967;-147042.1227;1141.808604;-0.00050932;-0.00050932;0;5755322.847
CCL.NS;Packaged Foods;Consumer Defensive;India;2021;2256.590409;7.721610284;59.79087633;65252556.09;34746020.1;17922358.62;32728800.38;32523755.71;6.86403E+11;1.46802E+11;5726344.834;-5131426.521;-2914163.504;-4412636.991;-0.00120088;-0.00120088;0;38341063.85
CCL.NS;Packaged Foods;Consumer Defensive;India;2019;2047.232704;7.62424426;73.09389064;125482057.5;93817534.48;327758.7677;93839717.24;31642340.24;1.01339E+12;65484325206;28005657.25;2262498.305;6257504.083;2199564.33;0.001768;0.001768;0;134546973.8
CDSL.NS;Capital Markets;Financial Services;India;2020;1910.421473;7.555079163;104.2194979;166875690.6;101422088.1;66779372.11;37288583.28;129587107.3;6.02707E+11;1.01793E+12;3412136.444;-3831492.09;-2723595.715;-2099717.948;-0.001143729;-0.001143729;0;5826539.469
CDSL.NS;Capital Markets;Financial Services;India;2021;2256.590409;7.721610284;59.79087633;253547451.4;179000940.5;66318590.46;115256662.1;138290789.3;2.24013E+12;1.03245E+12;4742778.788;69889710.32;901624.4327;75988838.2;0.02094672;0.02094672;0;11798729.08
CDSL.NS;Capital Markets;Financial Services;India;2019;2047.232704;7.62424426;73.09389064;36941479.14;30145266.98;9405784.345;23097722.74;13843756.4;3.00084E+11;1.16771E+11;2342699.988;716967.9261;42554.73551;1623253.228;0.0005474;0.00049096;0;83073019.06
CEATLTD.NS;Auto Parts;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;59208106.81;53363108.19;13015435.17;42512430.62;16695676.19;6.03511E+11;1.6389E+11;137186.3222;-100692.6052;-1057785.866;1129920.456;-0.00003672;-0.00003672;0;3489814.326
CEATLTD.NS;Auto Parts;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;59094085.87;45777290.93;12535494.47;43227488.96;15866596.91;6.20961E+11;39525438687;542666.0346;581966.2925;1034273.368;1786605.583;0.0002142;0.0002142;0;3586202.08
CENTURYPLY.NS;Lumber & Wood Production;Basic Materials;India;2021;2256.590409;7.721610284;59.79087633;72542295.4;32549914.14;25484070.55;26552498.78;45989796.62;5.00275E+11;1.33283E+11;6420596.755;873834.7028;-3345083.255;3483047.458;0.00054604;0.00054604;131128.4691;75509361.71
CENTURYPLY.NS;Lumber & Wood Production;Basic Materials;India;2019;2047.232704;7.62424426;73.09389064;116002491.1;79514047.41;19243206.26;77027099.49;38975391.61;1.93001E+11;2.4421E+11;2810902.53;3327956.804;34811.50486;6108089.698;0.00077792;0.00077792;0;27043547.33
CENTURYTEX.NS;Paper & Paper Products;Basic Materials;India;2020;1910.421473;7.555079163;104.2194979;117460594;81938890.69;22243941.52;71620851.67;45839742.36;2.73556E+11;2.64853E+11;2579205.702;2025387.039;2681796.311;4801578.22;0.00047328;0.00047328;0;22018201.58
CENTURYTEX.NS;Paper & Paper Products;Basic Materials;India;2021;2256.590409;7.721610284;59.79087633;119717499.4;80617280.94;16934021.92;75202077.69;44515421.76;3.81508E+11;1.90558E+11;4305571.371;3524303.53;8910745.957;5672893.193;0.00082348;0.00082348;0;30378944.55
CESC.NS;Utilities—Regulated Electric;Utilities;India;2020;1910.421473;7.555079163;104.2194979;512955242.8;490142934.3;23582993.09;473852720;39102522.71;6.27621E+12;4.9616E+11;16137479.33;-3419788.351;-9247442.415;-3269859.472;-0.0004386;-0.0004386;0;2198585.948
CESC.NS;Utilities—Regulated Electric;Utilities;India;2021;2256.590409;7.721610284;59.79087633;513970333.8;493726917.4;22883836.81;475676841.3;38293492.55;6.30767E+12;5.12702E+11;6318927.333;1475148.023;-11864362.59;1894428.443;0.00018904;0.00018904;0;3252690.399
CGCL.NS;Credit Services;Financial Services;India;2021;2256.590409;7.721610284;59.79087633;67260113.44;46389774.84;20214310.73;45468920.76;21791192.68;5.38793E+11;39500652299;329266.9218;870706.1234;-4874040.466;2761015.312;0.000085;0.000085;0;63484608.76
CGCL.NS;Credit Services;Financial Services;India;2022;2324.288121;7.751169087;81.15122606;55189048.89;45833435.47;7079871.819;45482449.2;9706599.693;4.21906E+11;23537337791;268402.3736;122205.7623;10310814.11;1487566.433;0.00001292;0.00001292;0;62948211.02
CGCL.NS;Credit Services;Financial Services;India;2020;1910.421473;7.555079163;104.2194979;15963365.88;9087600.393;3017298.64;7778992.63;8184373.245;1.02213E+11;19378602291;755396.649;85001.27752;-439405.5916;208565.4589;0.00006256;0.00006256;0;1961075.403
CGPOWER.NS;Electrical Equipment & Parts;Industrials;India;2021;2256.590409;7.721610284;59.79087633;62940871.68;58895068.13;14564619.7;44569560.59;18371311.09;8.99931E+11;2.47211E+11;1262326.662;-2004412.947;519267.9301;-1362165.284;-0.0003366;-0.0003366;0;4514878.052
CGPOWER.NS;Electrical Equipment & Parts;Industrials;India;2022;2324.288121;7.751169087;81.15122606;64812417.64;60344832.42;15319261.28;45173517.43;19638900.21;9.1835E+11;2.59908E+11;1463252.333;-1546572.447;816613.9151;-857854.0891;-0.00025976;-0.00025976;0;5861888.383
CGPOWER.NS;Electrical Equipment & Parts;Industrials;India;2019;2047.232704;7.62424426;73.09389064;157160923.7;141933909.7;70576325.24;82364789.09;74796134.65;1.15754E+11;8.81974E+11;28516872.19;10207451.7;-16072679.13;16463803.7;0.0022168;0.0022168;0;220015506.9
CHALET.NS;Lodging;Consumer Cyclical;India;2019;2047.232704;7.62424426;73.09389064;74904633.98;67454958.56;5378721.545;66112648.32;8791985.655;8.05637E+11;31906251946;355565.6668;4030097.711;3384900.721;6316746.426;0.000476;0.000476;0;45540499.29
CHALET.NS;Lodging;Consumer Cyclical;India;2020;1910.421473;7.555079163;104.2194979;73048223.14;67967244;60883.57941;67967244;5080979.137;7.32501E+11;16484972581;2315537.365;5003837.831;10572366.77;6992675.528;0.000544;0.000544;0;46377442.31
CHALET.NS;Lodging;Consumer Cyclical;India;2021;2256.590409;7.721610284;59.79087633;78793652.4;74249816.66;865209.9461;73669096.39;5124556.013;8.16982E+11;22075115592;1013391.565;5599762.752;-1821302.818;7276507.349;0.000612;0.000612;0;48591542.91
CHAMBLFERT.NS;Agricultural Inputs;Basic Materials;India;2019;2047.232704;7.62424426;73.09389064;92312250.12;79878136.98;21485941.3;62325355.73;29986894.39;1.24271E+12;2.95149E+11;4736298.26;-4595099.728;-6805955.372;-2811818.496;-0.00037332;-0.00037332;0;5747694.968
CHEMPLASTS.NS;Chemicals;Basic Materials;India;2020;1910.421473;7.555079163;104.2194979;192185685.8;173480912.8;1972000;174334341.3;17851344.49;1.82429E+12;1.00042E+11;21451281.21;4006655.006;18773552.74;5182238.767;0.00610572;0.00610572;47560.76924;110580958.4
CHEMPLASTS.NS;Chemicals;Basic Materials;India;2021;2256.590409;7.721610284;59.79087633;215221227.9;180325389;13070678.64;181045471.3;34175756.56;1.76322E+12;1.01158E+11;4781309.801;10785259.05;-24546941.38;14790848.42;0.01643492;0.01643492;51002.76651;179779612.1
CHOLAFIN.NS;Credit Services;Financial Services;India;2022;2324.288121;7.751169087;81.15122606;148694104;128219236;247300020;-126940496;275634600;1.7761E+12;3.61578E+12;6998356;-5916340;7948996;4965632;-0.001768;-0.001768;0;44969012
CHOLAFIN.NS;Credit Services;Financial Services;India;2020;1910.421473;7.555079163;104.2194979;124103584.1;68335680.1;46711673.16;68335680.1;55767903.98;1.22509E+12;6.8525E+11;35336596.85;-1616594.192;9530146.96;985278.112;-0.00088876;-0.00088876;0;24244186.68
CHOLAFIN.NS;Credit Services;Financial Services;India;2021;2256.590409;7.721610284;59.79087633;133475683.3;72419499.86;49640520.4;72419499.86;61056183.47;1.13593E+12;7.26596E+11;52283126.88;4083819.764;17720485.23;9227189.484;0.00224604;0.00224604;0;35144912.6
CHOLAHLDNG.NS;Credit Services;Financial Services;India;2020;1910.421473;7.555079163;104.2194979;95763718.91;74231999.47;3676988.14;74231999.47;21531719.44;5.84201E+11;22876815000;39181870.57;5455923.9;15217829.55;7904814.632;0.00103292;0.00103292;0;47366115.84
CHOLAHLDNG.NS;Credit Services;Financial Services;India;2021;2256.590409;7.721610284;59.79087633;97095500.48;78636078.36;2233728.056;78636078.36;18459422.12;5.73364E+11;4201366000;44583318.24;9287624.96;13389689.67;11828550.22;0.00175984;0.00175984;0;55770947.66
CIPLA.NS;Drug Manufacturers—General;Healthcare;India;2019;2047.232704;7.62424426;73.09389064;231748254.5;182599580.1;36797886.86;146969167.3;84779087.13;2.32544E+12;8.88481E+11;1054896.055;-7548432.974;-565263.5144;-4131930.707;-0.00033456;-0.00033456;0;19343555.52
CIPLA.NS;Drug Manufacturers—General;Healthcare;India;2020;1910.421473;7.555079163;104.2194979;225817936;175562672;36777460;139195932;86622004;2.37139E+12;9.05969E+11;756296;-7567856;-75616;-5825220;-0.00033524;-0.00033524;0;5998076
CLEAN.NS;Specialty Chemicals;Basic Materials;India;2019;2047.232704;7.62424426;73.09389064;380202872.6;248428134.7;96827977.94;224682189.7;155520683;4.14975E+12;1.46526E+12;48449647.9;7541437.32;-17837823.92;13292184.6;0.003264;0.003264;0;88107249.6
CLEAN.NS;Specialty Chemicals;Basic Materials;India;2020;1910.421473;7.555079163;104.2194979;391111150.1;248564062;130743672.7;205127276.8;185983873.3;4.52429E+12;2.04494E+12;38039050.88;-9738608.712;-13451213.62;-11821915.4;-0.004216;-0.004216;0;40122571.28
CLEAN.NS;Specialty Chemicals;Basic Materials;India;2021;2256.590409;7.721610284;59.79087633;386412633.2;252782881.8;152628958.5;184186978;202225655.1;4.43406E+12;2.22559E+12;43759673.07;-14307725.71;-10050539.2;-16277379.5;-0.006188;-0.006188;0;37589095.35
CMSINFO.NS;Specialty Business Services;Industrials;India;2021;2256.590409;7.721610284;59.79087633;106099037.6;92469090.74;14682745.42;85630199.17;20468838.43;1.38624E+12;1.0975E+11;236243.7419;-1033610.306;192896.836;-1061492.504;-0.0000952;-0.0000952;0;819930.1657
COALINDIA.NS;Thermal Coal;Energy;India;2019;2047.232704;7.62424426;73.09389064;316103238.8;186106714.5;132589018.9;137947630.2;178155608.6;2.63574E+12;9.15852E+11;8175717.996;10369199.91;-13386602.94;29221387.86;0.004624;0.004624;0;506934565.6
COALINDIA.NS;Thermal Coal;Energy;India;2020;1910.421473;7.555079163;104.2194979;317846067.4;183123964.9;134015019.9;134906268;182939799.4;2.68437E+12;1.03015E+12;12073010.02;-2641029.9;-2640940.412;13684712.02;-0.001156;-0.001156;0;476038788
COALINDIA.NS;Thermal Coal;Energy;India;2021;2256.590409;7.721610284;59.79087633;369698674.3;192456040.1;163521768.2;139266708.6;230431965.6;2.77316E+12;1.26809E+12;12216714.9;4105573.78;-41360147.01;16044218.59;0.001836;0.001836;0;620882050.9
COCHINSHIP.NS;Aerospace & Defense;Industrials;India;2022;2324.288121;7.751169087;81.15122606;919915483.5;682613869.1;418562224;287336271.3;632579212.2;1.10725E+13;6.2477E+12;8957419.422;1371609.589;-37384753.53;20824488.33;0.00011084;0.00011084;0;74722501.01
COCHINSHIP.NS;Aerospace & Defense;Industrials;India;2019;2047.232704;7.62424426;73.09389064;41845085.96;6911269.693;40241882.09;-22464048.45;64309134.41;5.06384E+11;4.38187E+11;533752.0929;-3670008.848;-2757080.389;3558221.826;-0.00072964;-0.00072964;0;8530319.901
COCHINSHIP.NS;Aerospace & Defense;Industrials;India;2020;1910.421473;7.555079163;104.2194979;20799876.73;-12902052.31;37702351.61;-36580092.45;57379969.18;2.26151E+11;3.8473E+11;205877.6616;-14127575.33;254481.9468;-11661812.03;-0.00185096;-0.00185096;0;5933061.805
COFORGE.NS;Information Technology Services;Technology;India;2021;2256.590409;7.721610284;59.79087633;16766591.72;-8188784.457;35076452.78;-27948836.95;44715428.68;1.72489E+11;3.02547E+11;156792.3681;8623178.031;197037.2852;11655138.72;0.00113016;0.00113016;0;5313025.681
COFORGE.NS;Information Technology Services;Technology;India;2019;2047.232704;7.62424426;73.09389064;345263185;263432705.2;92474309.52;217177504;128085681;4.26374E+12;1.40197E+12;40146717.14;9779328.577;-25886890.59;25094093.52;0.00055216;0.00055216;0;107010886.8
COFORGE.NS;Information Technology Services;Technology;India;2020;1910.421473;7.555079163;104.2194979;397574470.7;301717789.2;136793342.4;228147336.4;169427134.3;5.20288E+12;1.99158E+12;24910069.5;4718665.827;-64595039.4;13355953.17;0.00026656;0.00026656;0;106768112.8
COFORGE.NS;Information Technology Services;Technology;India;2021;2256.590409;7.721610284;59.79087633;447938372.4;343615147.7;194696029.9;228579495.5;219358876.9;5.32239E+12;2.62636E+12;67049260.31;407268.7205;-14531850.86;13819117.43;0.00002312;0.00002312;0;57445684.95
COLPAL.NS;Household & Personal Products;Consumer Defensive;India;2019;2047.232704;7.62424426;73.09389064;1013712924;506194856;293521524;357907936;655804988;9.35618E+12;4.14911E+12;121238696;-58894392;-23756616;-3844652;-0.004012;-0.004012;0;831910912
COLPAL.NS;Household & Personal Products;Consumer Defensive;India;2020;1910.421473;7.555079163;104.2194979;1066403608;375857964;252802240;269508684;796894924;1.08738E+13;5.9034E+12;115117948;-53930460;53915568;-1772896;-0.003672;-0.003672;0;698862316
